273027321022382080,0,0,0
252378517440823298,0,0,0
227372097473609728,0,0,0
218890729550774282,0,0,0
178365878096756745,0,0,0
715110532532797490,0,0,0
293306250840506378,0,0,0
235025644440911875,0,0,0
178090199450910720,0,0,0
163538268082798593,0,0,0
654254079337299968,0,0,0
365975655608745985,0,0,0
310770408242544640,0,0,0
147161266182553601,0,0,0
176302022474072065,0,0,0
196904903849803776,0,0,0
296023718839451649,0,0,0
292915807745212427,0,0,0
156261024004177920,0,0,0
249847553271529474,0,0,0
309972602284146690,0,0,0
401258673940463616,0,0,0
140783136190627840,0,0,0
244663727612231682,0,0,0
292150517080260610,0,0,0
355288191026069504,0,0,0
121094532598071300,0,0,0
236845097642098688,0,0,0
156326036743782400,0,0,0
155888313943851009,0,0,0
163137666341142529,0,0,0
293685511854227456,0,0,0
199110006799466496,0,0,0
184931573794078722,0,0,0
177009786360037376,0,0,0
729348985957122084,0,0,0
354972356239818772,0,0,0
491769129318088714,0,0,0
182103841699790848,0,0,0
692897111758471188,0,0,0
623055961208258571,0,0,0
389937555853934593,0,0,0
686093650102583299,0,0,0
492687796100661259,0,0,0
216303189073461248,0,0,0
258462909909303306,0,0,0
203451907526623242,0,0,0
478166309704695818,0,0,0
219308825440813057,0,0,0
139772684060983296,0,0,0
250574951197704194,0,0,0
133059067982774272,0,0,0
555955826880413696,0,0,0
555669146306740225,0,0,0
190370864368189440,0,0,0
357856133375066113,0,0,0
515025161116844052,0,0,0
205580905715204107,0,0,0
266793429646704640,0,0,0
490549043827572738,0,0,0
170723901330948097,0,0,0
304615676830547968,0,0,0
209295851628134400,0,0,0
159985870458322944,0,0,0
328483508936900611,0,0,0
291871448560041986,0,0,0
250442377573957632,0,0,0
155913558088089600,0,0,0
203733113837322241,0,0,0
143639517469999104,0,0,0
584688196403855360,0,0,0
108759479813738496,0,0,0
197488924568846336,0,0,0
323057689100025877,0,0,0
212408845241286657,0,0,0
701002007971889152,0,0,0
196184758420504576,0,0,0
227389880332845057,0,0,0
178068917653209088,0,0,0
320549083578368001,0,0,0
160216465868324865,0,0,0
287565409501052928,0,0,0
142548196089004032,0,0,0
234395307759108106,0,0,0
283429770031529990,0,0,0
198379082004561921,0,0,0
354969589374779392,0,0,0
246597249608450059,0,0,0
212552476791013376,0,0,0
464750756726177792,0,0,0
223777559094099968,0,0,0
282437562667106304,0,0,0
338947424678707200,0,0,0
249453436997861376,0,0,0
104238759498756096,0,0,0
141659083336843264,0,0,0
291768777492922379,0,0,0
217575478444294145,0,0,0
662172977059594270,0,0,0
161385479239892992,0,0,0
111281324601430016,0,0,0
